minutes,player_name,TS%,AST,TO,USG,ORR,DRR,REBR,PER
0,Sylvester,0.6179341982751773,33.04967444806573,15.279948937611708,31.963023243804653,9.102178029252642,15.374617534782653,14.224356364660661,29.2470640771249
0,Marvin the Martian,0.6015984748016349,33.40712075356362,14.194780922880451,29.785022135204933,6.18108081714164,20.372491121473555,13.140914388170744,23.784238685685605
0,Road Runner,0.6224794608818355,26.682688780994127,12.403241498565015,37.52100544854064,7.60020390911345,24.33425200714065,11.812643772245623,25.288176411445225
0,Foghorn Leghorn,0.6254407051063292,30.835764914435746,14.751377918618022,34.282028140596445,5.326699399722254,17.88987476993408,14.01061182299225,30.232959401406273
0,Bugs Bunny,0.6124776836433375,33.35040176915998,15.907173776104324,36.59896776476634,5.480422673747614,15.324158020559473,11.55601461714125,28.630585479673666
0,Elmer Fudd,0.6184473492325888,30.66230685388433,16.233827598645398,33.08723221717086,5.029996232346525,19.433403020376797,16.390734494551793,30.69964836805544
0,Lola Bunny,0.6194784242777386,35.53305849650112,14.513018366912304,37.84844467227505,4.4623394741662175,21.726482393687924,18.788508453185482,37.09679793263115
0,Porky Pig,0.6091565711927462,28.966863860035275,15.551739365363726,37.60077731677795,6.4767466671171965,22.71015945279276,14.835234692925951,28.534539292429177
0,Tasmanian Devil,0.605059915354878,26.852057244924943,15.796288964205981,36.21375341628187,5.884989208737778,21.414372097025364,7.198336004883586,17.47691927949545
0,Gossamer,0.6071366342233917,32.87124256902355,15.805897250934068,33.85320090908915,5.181489386604304,16.316010663488672,14.574143334108491,30.340961317384316
0,Granny,0.6131736396849616,27.539364865659437,13.855348323065723,39.480808994200075,7.556851114742472,12.134558151152278,11.50241591223688,32.34611696420869
0,Wile E. Coyote,0.6306828919748659,32.24077178796968,13.05733387063854,36.41488322638867,4.831429543285543,23.014475774855345,10.438580341694218,24.881024261433996
0,Tweety,0.5993190009043835,28.319327380728165,14.97893733569185,36.78075858405592,7.008365028815144,27.999810255296218,12.018856572627747,20.418420064783493
0,Penelope,0.6128965956041129,25.800523433583017,14.275522378016989,32.639540508102485,7.894423707223139,19.68314282979592,11.996261036633753,23.752520651109226
0,Daffy Duck,0.6273320474181063,28.00245507822219,14.515540580848059,35.99619155200937,7.402385134063818,21.192312491547327,12.95183073755228,27.183476941225255
12,Sylvester,0.6143721138681076,32.36299040760702,15.178143591316815,34.34365293473943,5.413683881409188,13.689563390640146,9.866446999566977,26.379904170697547
12,Marvin the Martian,0.6237505000883237,29.254426192405063,13.686965965200887,31.473233760450633,3.9231343742089178,25.874244521269,15.027058556556904,25.708049307442476
12,Road Runner,0.6400388387605095,26.399022568943852,13.340679015352062,36.59052318081612,5.16064478711374,32.25338348719506,11.467980325425202,20.410179041200745
12,Foghorn Leghorn,0.6191862744815458,26.53718019107332,15.701328107891491,33.865434105819794,5.844952155580296,17.604290577146124,13.062326507289885,27.4066137214983
12,Bugs Bunny,0.6298711669204967,35.032856300431874,15.81574419744856,30.723978442690928,6.030909018156217,19.541014976639666,14.550592365687251,27.724829012302326
12,Elmer Fudd,0.6302881054615952,31.40618232655288,13.996801703523731,37.34886272561584,2.9817491744170144,23.62890754448444,14.416055584820754,30.41828683954967
12,Lola Bunny,0.6281846184746634,33.58001447514727,13.321154694424395,37.490849349586554,4.455758531862941,16.66432870682258,15.435300198583178,36.33203962258062
12,Porky Pig,0.6142316685161135,29.163289847327686,15.943376912157236,31.556999203796252,6.217290627316178,20.525597714564583,12.584481137689352,23.298984624664303
12,Tasmanian Devil,0.6066065905435746,27.90924766204695,14.5292435621003,34.0467232559154,5.17442348474139,14.255155974632494,9.06945681831644,24.28602900308164
12,Gossamer,0.6223922213674312,27.747766779568472,16.65572824671614,35.23679523947673,5.779449282787612,17.965268378439823,11.706421839730192,25.90965056551227
12,Granny,0.604690288396515,31.039186129992235,16.00078018090343,35.915460890936515,6.388748073648712,18.81397386256088,15.577832725904177,30.691124397024442
12,Wile E. Coyote,0.6242952147188388,29.30303979909946,14.130562006935977,36.778554727268634,6.450924739328089,22.644680109403108,15.404303629487709,30.56462796332711
12,Tweety,0.6022255997866599,28.454526549485536,14.073922223215414,37.184422753336065,7.433968369723819,22.79670309672222,10.654134731330036,22.564217619636256
12,Penelope,0.6027644794006527,23.27235379184087,15.178614583966608,28.935613725716593,8.506591571831391,18.411735516695384,12.890189919623062,22.080650193348763
12,Daffy Duck,0.6196812915108468,30.444771806769467,16.692973358390628,30.209134239104664,5.837586818538318,19.445260319976203,11.84448047663637,22.248494829265855
24,Sylvester,0.623494344351384,35.24801999946018,15.188191913747445,34.42475869671116,10.431004993735746,17.72745080831299,12.829126656110175,27.57778691993676
24,Marvin the Martian,0.6287999459442536,30.528118333690728,15.016719913060745,30.263637738945476,6.041435413139208,16.482366347952205,11.238957498854555,24.68457374493232
24,Road Runner,0.6379436984107966,32.22181339024238,13.593230453938661,35.801775789502216,5.235226286646214,24.739056766149755,15.021316346059882,29.81899264488892
24,Foghorn Leghorn,0.6157883005123037,33.39570194264568,16.038608080887677,36.46632212988899,4.81808793984841,13.150559933200562,16.464553259288433,36.997250095753415
24,Bugs Bunny,0.6355110682156839,33.24541087506853,17.170538059597508,36.755004017384486,6.012501130018367,19.368934327730408,13.463340893564007,29.33137898747771
24,Elmer Fudd,0.6152696338571452,25.1087516117246,16.329790939971588,36.42172069894964,4.822803533770922,25.908512313294466,14.289355044947058,25.04056367556605
24,Lola Bunny,0.640700655750692,30.978938164589486,14.512550046721076,37.98934132229763,3.9033749247813994,18.82032933576418,15.78187813205382,35.70928804601144
24,Porky Pig,0.607086484139947,33.08424683750625,15.823422955873527,34.723262489169045,5.119318242833298,24.12328919312793,12.04600288194896,22.54059032778493
24,Tasmanian Devil,0.6054074285108786,30.24316272803453,15.802932265818633,32.227603956410945,5.237684907746542,19.75537979754397,7.738580627556254,17.378914663442973
